0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
15,43,7,11,10,10,10,11,12,9,11,11,8,8,8,8,9,11,13,13,18,18,17,17,17,13,18,14,11,11,1,1,0,2,4,2,2,4,11,2,2,2,3,2,2,4,0,7,5,8,11,11,11,11,11,14,11,15,17,23,23,20,11,19,20,23,22,22,10,22,24,23,22,22,11,20,20,23,23,19,21,43,18,11,11,11,15,11,16,19,19,9,17,20,18,18,16,16,15,17,15,11,43,2,21,15,15,21,22,22,23,11,20,21,24,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,7,11,11,6,11,11,17,17,7,8,11,4,2176,6,16,6,2,11,17,19,24,17,11,11,11,11,11,11,17,17,17,17,17,17,17,17,11,11,11,17,11,2909,20,11,11,11,25,25,24,37,17,17,17,11,11,11,2909,2288,11,11,10,16,18,18,43,43,43,43,43,11,11,20,23,11,18,11,11,11,23,13,13,13,24,11,18,22,19,11,18,15,22,19,19,16,43,11,11,16,11,22,22,22,11,11,11,11,11,23,11,11,11
6,37,8,3,3,4,4,3,5,2,4,3,1,1,1,1,2,4,12,13,18,18,17,17,17,13,17,14,3,3,7,6,6,7,4,4,4,5,3,4,9,9,9,7,9,9,8,0,3,2,3,3,3,3,3,6,3,14,16,22,22,19,3,19,20,23,22,22,13,21,23,23,21,21,3,19,19,22,23,12,20,37,18,3,3,3,15,3,15,13,13,14,17,19,10,10,15,15,14,17,14,3,37,4,21,14,14,21,21,21,23,3,20,21,23,3,3,3,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,10,4,3,3,3,3,3,21,21,11,4,3,3,2176,3,20,10,5,3,16,18,24,17,3,3,3,3,3,3,16,16,16,16,16,16,16,16,3,3,3,16,3,2909,20,3,3,3,24,24,23,36,16,16,16,3,3,3,2909,2288,12,3,9,16,17,17,37,37,37,37,37,3,3,19,23,3,18,3,3,3,23,13,13,13,23,3,17,22,18,6,18,15,22,18,19,15,37,3,3,16,5,22,22,21,3,3,3,3,3,22,3,3,3
5,40,4,2,3,6,6,8,7,5,5,8,3,3,3,3,5,8,9,10,15,15,14,14,14,10,15,11,2,2,8,5,5,6,2,5,5,3,2,6,11,11,11,8,11,13,5,2,0,2,2,2,2,2,2,6,2,12,13,19,19,16,2,16,17,20,19,19,10,19,20,20,19,19,2,16,16,19,20,10,17,40,15,2,2,2,12,2,12,10,10,15,14,16,10,10,13,13,12,14,12,2,40,4,18,12,12,18,18,18,20,2,17,18,21,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,11,11,7,2,2,4,2,2,22,22,12,7,2,6,2173,4,22,11,6,2,13,16,21,14,2,2,2,2,2,2,14,14,14,14,14,14,14,14,2,2,2,13,2,2907,17,2,2,2,22,22,20,34,13,13,13,2,2,2,2907,2285,9,2,7,12,15,15,40,40,40,40,40,2,2,16,20,2,15,2,2,2,20,10,10,10,20,2,14,19,15,8,15,12,19,15,16,12,40,2,2,13,8,19,19,19,2,2,2,2,2,19,2,2,2
6,38,7,3,3,4,4,4,5,3,5,4,2,2,2,2,3,5,11,11,16,16,15,15,15,11,16,12,3,3,6,5,6,6,4,3,3,5,3,4,8,8,9,7,8,9,7,1,2,0,3,3,3,3,3,5,3,13,15,21,21,18,3,17,18,21,20,20,11,20,22,21,20,20,3,18,18,21,21,14,19,38,16,3,3,3,13,3,14,15,15,13,15,18,10,10,14,14,13,15,13,3,38,4,19,13,13,19,20,20,21,3,18,19,22,3,3,3,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,9,5,3,3,2,3,3,20,20,11,4,3,4,2175,2,20,9,5,3,14,17,22,15,3,3,3,3,3,3,15,15,15,15,15,15,15,15,3,3,3,15,3,2908,18,3,3,3,23,23,21,35,14,14,14,3,3,3,2908,2286,10,3,8,13,16,16,38,38,38,38,38,3,3,18,21,3,16,3,3,3,21,11,11,11,22,3,16,20,17,6,16,13,20,17,17,13,38,3,3,14,5,20,20,20,3,3,3,3,3,21,3,3,3
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
1,34,5,3,5,4,4,7,6,6,4,7,6,6,6,6,6,7,2,2,8,8,9,9,9,2,10,2,3,3,15,14,13,13,10,10,10,7,3,10,15,15,16,17,15,17,14,7,6,5,3,3,3,3,3,0,3,5,7,14,14,11,3,11,9,13,12,12,10,12,14,12,12,12,3,8,8,12,13,7,9,34,7,3,3,3,4,3,4,7,7,22,6,8,6,6,5,6,5,7,4,3,34,10,11,5,5,10,10,10,12,3,9,10,13,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19,19,10,3,3,9,3,3,29,29,20,10,3,9,2174,8,26,19,11,3,6,9,14,6,3,3,3,3,3,3,6,6,6,6,6,6,6,6,3,3,3,5,3,2907,10,3,3,3,15,15,13,27,6,6,6,3,3,3,2907,2285,8,3,7,8,15,15,34,34,34,34,34,3,3,8,13,3,8,3,3,3,13,3,3,3,14,3,8,12,11,8,7,4,12,11,8,6,34,3,3,6,8,11,11,12,3,3,3,3,3,11,3,3,3
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
6,50,9,8,9,9,9,11,14,11,8,15,11,11,11,11,11,15,3,4,4,4,2,2,2,4,4,5,8,8,15,14,14,13,11,15,15,12,8,15,16,16,16,17,16,18,14,14,12,15,8,8,8,8,8,5,8,0,2,9,9,6,8,6,9,9,8,8,11,8,10,10,8,8,8,7,7,8,9,6,8,50,6,8,8,8,4,8,4,10,10,23,5,7,6,6,4,2,1,3,3,8,50,15,7,1,1,9,8,8,9,8,8,8,11,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,19,19,17,8,8,13,8,8,30,30,21,16,8,16,2173,13,32,19,16,8,2,5,10,4,8,8,8,8,8,8,3,3,3,3,3,3,3,3,8,8,8,4,8,2907,6,8,8,8,11,11,9,23,1,1,1,8,8,8,2907,2285,8,8,8,5,14,14,50,50,50,50,50,8,8,4,9,8,4,8,8,8,9,2,2,2,10,8,2,8,5,16,4,4,8,5,7,4,50,8,8,2,15,9,9,8,8,8,8,8,8,9,8,8,8
7,51,10,9,11,10,10,13,15,12,10,16,12,12,12,12,12,16,5,5,3,3,1,1,1,5,3,6,9,9,17,16,15,15,12,16,16,13,9,16,17,17,18,19,17,19,16,15,13,16,9,9,9,9,9,6,9,2,0,8,8,5,9,5,7,8,6,7,12,6,8,8,6,6,9,7,7,7,8,7,8,51,4,9,9,9,5,9,5,8,8,24,6,5,7,7,5,3,3,2,4,9,51,16,6,2,2,7,7,7,8,9,8,6,10,9,9,9,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,21,21,18,9,9,15,9,9,32,32,22,18,9,17,2171,15,33,21,17,9,1,3,8,3,9,9,9,9,9,9,3,3,3,3,3,3,3,3,9,9,9,4,9,2904,5,9,9,9,9,9,8,21,1,1,1,9,9,9,2904,2282,10,9,9,6,16,16,51,51,51,51,51,9,9,3,8,9,3,9,9,9,8,4,4,4,8,9,1,6,4,17,3,5,7,4,4,5,51,9,9,3,17,7,7,6,9,9,9,9,9,8,9,9,9
15,58,16,17,19,19,19,26,24,25,18,25,23,23,23,23,25,26,11,14,6,6,7,7,7,14,5,15,17,17,23,22,22,21,19,22,22,19,17,23,23,23,24,25,24,25,22,22,19,23,17,17,17,17,17,14,17,8,7,0,0,3,17,4,7,5,4,4,19,3,5,6,3,3,17,7,7,4,4,16,8,58,10,17,17,17,14,17,14,17,17,31,15,9,16,16,11,9,9,8,10,17,58,23,6,9,9,7,7,7,7,17,8,7,7,17,17,17,17,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,17,17,21,17,17,38,38,28,24,17,24,2167,21,40,27,24,17,7,5,4,9,17,17,17,17,17,17,10,10,10,10,10,10,10,10,17,17,17,10,17,2900,5,17,17,17,5,5,4,17,9,9,9,17,17,17,2900,2278,15,17,15,12,21,21,58,58,58,58,58,17,17,7,5,17,6,17,17,17,3,10,10,10,4,17,6,3,6,26,9,14,4,6,9,9,58,17,17,9,25,7,7,3,17,17,17,17,17,8,17,17,17
15,58,16,17,19,19,19,26,24,25,18,25,23,23,23,23,25,26,11,14,6,6,7,7,7,14,5,15,17,17,23,22,22,21,19,22,22,19,17,23,23,23,24,25,24,25,22,22,19,23,17,17,17,17,17,14,17,8,7,0,0,3,17,4,7,5,4,4,19,3,5,6,3,3,17,7,7,4,4,16,8,58,10,17,17,17,14,17,14,17,17,31,15,9,16,16,11,9,9,8,10,17,58,23,6,9,9,7,7,7,7,17,8,7,7,17,17,17,17,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,17,17,21,17,17,38,38,28,24,17,24,2167,21,40,27,24,17,7,5,4,9,17,17,17,17,17,17,10,10,10,10,10,10,10,10,17,17,17,10,17,2900,5,17,17,17,5,5,4,17,9,9,9,17,17,17,2900,2278,15,17,15,12,21,21,58,58,58,58,58,17,17,7,5,17,6,17,17,17,3,10,10,10,4,17,6,3,6,26,9,14,4,6,9,9,58,17,17,9,25,7,7,3,17,17,17,17,17,8,17,17,17
13,60,13,14,16,16,16,23,21,23,15,22,20,20,20,20,22,23,10,11,4,4,4,4,4,11,3,12,14,14,20,19,19,18,16,20,20,16,14,20,20,20,21,22,21,23,19,19,16,20,14,14,14,14,14,12,14,7,5,3,3,0,14,1,8,6,5,5,16,4,6,7,4,4,14,8,8,5,5,13,9,60,10,14,14,14,11,14,11,14,14,28,12,10,13,13,11,10,9,11,10,14,60,20,7,9,9,8,8,8,8,14,9,8,8,14,14,14,14,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,24,22,14,14,18,14,14,35,35,25,21,14,21,2169,18,37,24,21,14,7,6,6,12,14,14,14,14,14,14,11,11,11,11,11,11,11,11,14,14,14,12,14,2902,6,14,14,14,7,7,6,19,6,6,6,14,14,14,2902,2280,12,14,12,9,18,18,60,60,60,60,60,14,14,8,6,14,4,14,14,14,6,10,10,10,6,14,5,4,3,23,9,11,5,3,10,7,60,14,14,10,22,8,8,4,14,14,14,14,14,8,14,14,14
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
12,54,13,13,15,15,15,22,20,22,14,22,19,19,19,19,22,22,10,10,3,3,3,3,3,10,2,11,13,13,20,19,18,18,15,19,19,16,13,19,20,20,21,21,20,22,18,18,16,19,13,13,13,13,13,11,13,7,5,4,4,2,13,0,8,8,7,7,15,5,7,9,5,5,13,7,7,6,7,12,8,54,13,13,13,13,11,13,11,13,13,27,12,10,13,13,10,9,9,11,10,13,54,19,6,9,9,8,8,8,9,13,9,7,10,13,13,13,13,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,24,21,13,13,18,13,13,34,34,25,20,13,20,2170,18,36,24,20,13,6,5,7,12,13,13,13,13,13,13,10,10,10,10,10,10,10,10,13,13,13,11,13,2903,5,13,13,13,8,8,7,20,5,5,5,13,13,13,2903,2281,12,13,12,8,18,18,54,54,54,54,54,13,13,8,8,13,3,13,13,13,7,9,9,9,7,13,5,5,2,22,9,11,7,2,9,6,54,13,13,10,22,8,8,5,13,13,13,13,13,9,13,13,13
11,49,14,12,14,16,16,16,15,17,14,16,20,20,20,20,17,16,8,7,6,6,8,8,8,7,7,6,12,12,20,19,19,18,16,20,20,17,12,20,21,21,21,22,21,23,19,19,17,20,12,12,12,12,12,10,12,8,7,8,8,8,12,8,0,4,5,5,16,5,5,4,5,5,12,1,1,6,5,6,1,49,2,12,12,12,5,12,5,6,6,28,6,2,6,6,4,6,7,4,6,12,49,20,3,7,7,1,2,2,3,12,1,2,4,12,12,12,12,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,24,22,12,12,18,12,12,35,35,26,21,12,21,2171,18,37,24,21,12,4,3,6,4,12,12,12,12,12,12,4,4,4,4,4,4,4,4,12,12,12,3,12,2904,3,12,12,12,9,9,8,22,6,6,6,12,12,12,2904,2283,14,12,13,11,20,20,49,49,49,49,49,12,12,2,4,12,6,12,12,12,6,7,7,7,7,12,7,5,6,17,2,6,5,6,2,9,49,12,12,5,16,2,2,5,12,12,12,12,12,3,12,12,12
14,48,17,16,18,19,19,20,18,21,18,20,23,23,23,23,21,19,12,11,6,6,8,8,8,11,7,10,16,16,24,23,23,22,19,23,23,20,16,24,24,24,25,26,24,26,23,22,20,24,16,16,16,16,16,13,16,9,8,6,6,6,16,7,4,0,1,1,19,2,1,2,2,2,16,4,4,2,0,11,4,48,6,16,16,16,9,16,9,12,12,31,10,6,11,11,8,9,10,7,10,16,48,23,2,10,10,4,3,3,2,16,5,3,3,16,16,16,16,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,28,28,25,16,16,22,16,16,39,39,29,25,16,24,2169,22,40,28,24,16,9,5,2,7,16,16,16,16,16,16,7,7,7,7,7,7,7,7,16,16,16,7,16,2902,4,16,16,16,7,7,6,19,9,9,9,16,16,16,2902,2280,18,16,16,14,24,24,48,48,48,48,48,16,16,4,0,16,7,16,16,16,2,11,11,11,2,16,7,2,7,20,6,9,1,7,6,13,48,16,16,8,20,3,3,2,16,16,16,16,16,3,16,16,16
13,49,16,15,16,16,16,20,19,18,15,20,18,18,18,18,18,20,11,11,5,5,7,7,7,11,6,10,15,15,23,22,21,20,18,22,22,19,15,22,23,23,23,24,23,25,21,21,19,22,15,15,15,15,15,12,15,8,6,4,4,5,15,6,5,1,0,0,18,1,2,3,1,1,15,5,5,1,1,11,6,49,7,15,15,15,9,15,9,12,12,30,10,7,11,11,8,9,9,6,10,15,49,22,1,8,8,5,3,3,3,15,6,3,4,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,26,27,24,15,15,21,15,15,37,37,28,23,15,23,2167,21,39,27,23,15,7,4,3,8,15,15,15,15,15,15,8,8,8,8,8,8,8,8,15,15,15,7,15,2901,2,15,15,15,6,6,4,18,8,8,8,15,15,15,2901,2279,15,15,15,12,22,22,49,49,49,49,49,15,15,5,1,15,5,15,15,15,2,10,10,10,2,15,6,1,5,21,6,10,0,5,6,11,49,15,15,9,20,3,3,1,15,15,15,15,15,4,15,15,15
13,49,16,15,17,16,16,21,19,18,16,21,18,18,18,18,18,20,11,11,5,5,7,7,7,11,6,11,15,15,23,22,21,21,18,22,22,19,15,22,23,23,24,25,23,25,22,21,19,22,15,15,15,15,15,12,15,8,7,5,5,5,15,6,5,1,0,0,18,1,2,3,1,1,15,5,5,1,1,11,6,49,7,15,15,15,10,15,10,12,12,30,11,7,12,12,9,9,9,7,10,15,49,22,1,9,9,5,4,4,3,15,6,3,4,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,15,15,21,15,15,38,38,28,24,15,23,2168,21,39,27,23,15,7,4,3,8,15,15,15,15,15,15,8,8,8,8,8,8,8,8,15,15,15,8,15,2901,3,15,15,15,6,6,5,18,8,8,8,15,15,15,2901,2279,16,15,15,13,22,22,49,49,49,49,49,15,15,5,1,15,5,15,15,15,2,10,10,10,2,15,6,2,6,21,6,10,0,6,7,11,49,15,15,9,21,3,3,1,15,15,15,15,15,4,15,15,15
12,46,6,10,11,14,14,15,15,15,14,14,12,12,12,12,14,15,9,9,15,15,13,13,13,9,14,11,10,10,10,9,8,8,8,10,10,7,10,9,10,10,11,11,10,12,8,11,8,10,10,10,10,10,10,11,10,11,13,18,18,15,10,15,16,20,18,19,0,18,20,20,18,18,10,16,16,19,20,15,17,46,15,10,10,10,11,10,12,15,15,17,14,16,14,14,12,12,12,14,11,10,46,9,18,12,12,17,18,18,19,10,17,18,20,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,13,14,14,10,10,10,10,10,24,24,15,13,10,13,2167,10,29,14,10,10,13,15,20,14,10,10,10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,13,10,2900,17,10,10,10,21,21,20,49,12,12,12,10,10,10,2900,2278,5,10,4,8,11,11,46,46,46,46,46,10,10,16,20,10,15,10,10,10,20,10,10,10,20,10,14,19,14,15,14,12,19,14,15,10,46,10,10,13,14,19,19,18,10,10,10,10,10,19,10,10,10
13,49,16,15,16,16,16,21,19,18,16,21,18,18,18,18,18,20,11,11,5,5,7,7,7,11,6,11,15,15,23,22,21,21,18,22,22,19,15,22,23,23,24,25,23,25,22,21,19,22,15,15,15,15,15,12,15,8,7,4,4,5,15,6,5,2,1,1,18,0,2,3,0,0,15,5,5,1,1,12,6,49,8,15,15,15,10,15,10,13,13,30,11,7,12,12,9,8,8,7,11,15,49,22,3,8,8,5,4,4,4,15,6,4,4,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,27,24,15,15,21,15,15,37,37,28,23,15,23,2167,21,39,27,23,15,7,4,2,8,15,15,15,15,15,15,8,8,8,8,8,8,8,8,15,15,15,8,15,2900,3,15,15,15,5,5,4,17,8,8,8,15,15,15,2900,2278,16,15,15,12,22,22,49,49,49,49,49,15,15,5,2,15,5,15,15,15,2,9,9,9,2,15,6,1,6,21,7,10,1,6,7,11,49,15,15,8,21,4,4,0,15,15,15,15,15,5,15,15,15
15,47,18,16,18,20,20,20,19,21,18,20,24,24,24,24,21,20,12,11,7,7,9,9,9,11,8,10,16,16,25,24,23,22,20,24,24,21,16,24,25,25,25,26,25,27,23,23,21,24,16,16,16,16,16,14,16,9,8,5,5,7,16,8,5,1,2,2,20,2,0,1,2,2,16,5,5,2,1,11,5,47,7,16,16,16,9,16,10,12,12,32,10,6,11,11,8,10,10,8,10,16,47,24,3,10,10,4,3,3,2,16,5,3,2,16,16,16,16,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,29,26,16,16,23,16,16,39,39,30,25,16,25,2168,22,41,29,25,16,8,6,2,8,16,16,16,16,16,16,8,8,8,8,8,8,8,8,16,16,16,7,16,2901,5,16,16,16,7,7,5,19,10,10,10,16,16,16,2901,2280,17,16,17,14,23,23,47,47,47,47,47,16,16,6,1,16,7,16,16,16,2,11,11,11,2,16,7,2,7,21,6,10,2,7,6,12,47,16,16,9,20,3,3,2,16,16,16,16,16,3,16,16,16
15,47,17,16,18,19,19,20,18,21,18,20,24,24,24,24,21,19,12,11,7,7,9,9,9,11,8,10,16,16,24,23,23,22,20,23,23,20,16,24,24,24,25,26,24,26,23,23,20,24,16,16,16,16,16,14,16,10,8,7,7,7,16,8,4,2,3,2,20,4,1,0,4,4,16,4,4,3,2,11,4,47,6,16,16,16,9,16,9,12,12,32,10,5,11,11,8,10,10,7,10,16,47,23,3,10,10,4,2,2,1,16,4,3,1,16,16,16,16,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,28,28,25,16,16,22,16,16,39,39,29,25,16,24,2172,22,41,28,24,16,8,6,3,7,16,16,16,16,16,16,7,7,7,7,7,7,7,7,16,16,16,7,16,2905,5,16,16,16,8,8,7,20,10,10,10,16,16,16,2905,2283,18,16,16,14,24,24,47,47,47,47,47,16,16,5,2,16,7,16,16,16,3,11,11,11,3,16,8,4,7,20,6,9,2,7,6,13,47,16,16,8,20,2,2,4,16,16,16,16,16,2,16,16,16
